"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Mar/22";"Fev/22";"Jan/22";"Competência";"Data de atualização"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"65";"65";"   3,68";"   4,85";"   6,45";"202202";"17/03/2022 02:42:09"
"MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537)";"Médico Hospitalar";"Médio";"70";"74";"   3,24";"   4,36";"   4,36";"202202";"17/03/2022 02:42:09"
"UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO (352543)";"Médico Hospitalar";"Médio";"69";"67";"   3,58";"   4,22";"   5,25";"202202";"17/03/2022 02:42:09"
"BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419)";"Odontológica";"Grande";"5";"6";"   0,31";"   0,40";"   0,42";"202202";"17/03/2022 02:42:09"
"CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA (368181)";"Odontológica";"Pequeno";"6";"9";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ODONTOCEL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA - ME (421596)";"Odontológica";"Pequeno";"6";"9";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818)";"Odontológica";"Pequeno";"6";"9";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ADVANCE PLANOS DE SAÚDE LTDA (335657)";"Médico Hospitalar";"Pequeno";"67";"73";"   4,13";"  12,37";"  12,33";"202202";"17/03/2022 02:42:09"
"CEMIL CENTRO MEDICO DE ITU LTDA. (300012)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699)";"Médico Hospitalar";"Pequeno";"57";"65";"   5,49";"   6,64";"   5,47";"202202";"17/03/2022 02:42:09"
"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215)";"Médico Hospitalar";"Pequeno";"36";"58";"  11,30";"  12,91";"   9,69";"202202";"17/03/2022 02:42:09"
"CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND (413518)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA (342131)";"Médico Hospitalar";"Pequeno";"136";"148";"   1,31";"   4,00";"   3,99";"202202";"17/03/2022 02:42:09"
"SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721)";"Médico Hospitalar";"Pequeno";"95";"148";"   2,30";"   3,00";"   2,99";"202202";"17/03/2022 02:42:09"
"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308)";"Médico Hospitalar";"Pequeno";"123";"135";"   1,49";"   3,71";"   3,70";"202202";"17/03/2022 02:42:09"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Pequeno";"180";"195";"   0,51";"   1,01";"   1,02";"202202";"17/03/2022 02:42:09"
"UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO (326089)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"   1,44";"202202";"17/03/2022 02:42:09"
"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO (351792)";"Médico Hospitalar";"Médio";"74";"138";"   3,02";"   3,46";"   2,18";"202202";"17/03/2022 02:42:09"
"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782)";"Médico Hospitalar";"Grande";"11";"10";"   8,55";"  11,44";"  11,59";"202202";"17/03/2022 02:42:09"
"PROMED ASSISTENCIA MEDICA LTDA (348805)";"Médico Hospitalar";"Grande";"26";"27";"   6,31";"   7,55";"   7,76";"202202";"17/03/2022 02:42:09"
"SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA S.A. (342033)";"Médico Hospitalar";"Grande";"35";"36";"   5,02";"   5,94";"   6,70";"202202";"17/03/2022 02:42:09"
"FILOSANITAS SAUDE LTDA (410888)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"   1,38";"   1,48";"202202";"17/03/2022 02:42:09"
"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422)";"Médico Hospitalar";"Pequeno";"176";"192";"   0,52";"   2,10";"   2,62";"202202";"17/03/2022 02:42:09"
"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO (336858)";"Médico Hospitalar";"Pequeno";"178";"194";"   0,51";"   1,03";"   1,55";"202202";"17/03/2022 02:42:09"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"171";"187";"   0,55";"   1,10";"   1,65";"202202";"17/03/2022 02:42:09"
"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO (324566)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"   0,56";"   1,11";"202202";"17/03/2022 02:42:09"
"EVANGELICO SAUDE LTDA. (401480)";"Médico Hospitalar";"Pequeno";"81";"142";"   3,14";"   3,14";"   3,40";"202202";"17/03/2022 02:42:09"
"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO (353876)";"Médico Hospitalar";"Pequeno";"112";"186";"   1,77";"   1,90";"   1,90";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA (419150)";"Médico Hospitalar";"Pequeno";"158";"186";"   0,77";"   1,53";"   0,76";"202202";"17/03/2022 02:42:09"
"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (323055)";"Médico Hospitalar";"Pequeno";"118";"154";"   1,63";"   1,64";"   1,64";"202202";"17/03/2022 02:42:09"
"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941)";"Médico Hospitalar";"Pequeno";"98";"112";"   2,15";"   3,23";"   3,23";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU (408093)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO (420123)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"   3,93";"   3,93";"202202";"17/03/2022 02:42:09"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"   3,09";"   3,09";"202202";"17/03/2022 02:42:09"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA (406635)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS (407569)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO (420930)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ARCELORMITTAL BRASIL S/A (416070)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS) (410608)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA (408026)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU (411248)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL (421618)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ (418617)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO (367613)";"Médico Hospitalar";"Pequeno";"181";"151";"0,00";"   1,26";"   1,25";"202202";"17/03/2022 02:42:09"
"POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"RIO DOCE SAÚDE (421359)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"KIPP SAÚDE LTDA. (422614)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA. (422622)";"Odontológica";"Pequeno";"6";"9";"0,00";"0,00";"0,00";"202202";"17/03/2022 02:42:09"
"PLAN SAÚDE LTDA (422771)";"Médico Hospitalar";"Pequeno";"181";"196";"0,00";"0,00";"";"202202";"17/03/2022 02:42:09"
"ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A. (406414)";"Odontológica";"Pequeno";"6";"6";"0,00";"0,00";"";"202202";"17/03/2022 02:42:09"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU (408093)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO (420123)";"Médico Hospitalar";"Pequeno";"75";"196";"   3,97";"   3,93";"   3,93";"202203";"15/04/2022 11:28:41"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   3,09";"   3,09";"202203";"15/04/2022 11:28:41"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA (406635)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS (407569)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO (420930)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ARCELORMITTAL BRASIL S/A (416070)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS) (410608)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA (408026)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU (411248)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL (421618)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ (418617)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO (367613)";"Médico Hospitalar";"Pequeno";"154";"151";"   1,26";"   1,26";"   1,25";"202203";"15/04/2022 11:28:41"
"POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"RIO DOCE SAÚDE (421359)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"KIPP SAÚDE LTDA. (422614)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA. (422622)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PLAN SAÚDE LTDA (422771)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"";"202203";"15/04/2022 11:28:41"
"ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A. (406414)";"Odontológica";"Pequeno";"7";"6";"0,00";"0,00";"";"202203";"15/04/2022 11:28:41"
"PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373)";"Médico Hospitalar";"Médio";"194";"203";"0,00";"   0,71";"   1,80";"202203";"15/04/2022 11:28:41"
"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO (311847)";"Médico Hospitalar";"Médio";"164";"178";"   0,62";"   0,99";"   1,12";"202203";"15/04/2022 11:28:41"
"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO (304883)";"Médico Hospitalar";"Médio";"186";"206";"   0,25";"   0,52";"   0,77";"202203";"15/04/2022 11:28:41"
"INSTITUTO CURITIBA DE SAÚDE (419010)";"Médico Hospitalar";"Médio";"146";"189";"   0,92";"   0,92";"   0,92";"202203";"15/04/2022 11:28:41"
"UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA (333662)";"Médico Hospitalar";"Médio";"137";"124";"   1,05";"   2,09";"   2,09";"202203";"15/04/2022 11:28:41"
"UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO (301574)";"Médico Hospitalar";"Médio";"139";"162";"   1,04";"   1,27";"   1,29";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI (342556)";"Médico Hospitalar";"Médio";"175";"180";"   0,48";"   1,13";"   1,29";"202203";"15/04/2022 11:28:41"
"SERMED-SAÚDE LTDA. (303739)";"Médico Hospitalar";"Médio";"121";"211";"   1,33";"   1,02";"   1,36";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE (416584)";"Médico Hospitalar";"Médio";"194";"221";"0,00";"0,00";"   0,46";"202203";"15/04/2022 11:28:41"
"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (311715)";"Médico Hospitalar";"Médio";"185";"204";"   0,27";"   0,55";"   0,56";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA (416568)";"Médico Hospitalar";"Médio";"194";"220";"0,00";"   0,14";"   0,14";"202203";"15/04/2022 11:28:41"
"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031)";"Médico Hospitalar";"Pequeno";"192";"211";"0,00";"   0,48";"   0,48";"202203";"15/04/2022 11:28:41"
"PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267)";"Médico Hospitalar";"Pequeno";"1";"186";" 309,28";" 154,64";" 103,63";"202203";"15/04/2022 11:28:41"
"HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834)";"Médico Hospitalar";"Pequeno";"9";"186";"  73,31";"  58,65";"  43,99";"202203";"15/04/2022 11:28:41"
"OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA. (318477)";"Médico Hospitalar";"Pequeno";"32";"31";"  18,19";"  20,23";"  19,22";"202203";"15/04/2022 11:28:41"
"ÚNICA ASSISTENCIA MEDICA LTDA  (421944)";"Médico Hospitalar";"Pequeno";"27";"24";"  22,90";"  26,24";"  27,43";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548)";"Médico Hospitalar";"Pequeno";"37";"39";"  12,78";"  12,68";"  12,59";"202203";"15/04/2022 11:28:41"
"OMINT SERVIÇOS DE SAÚDE LTDA. (359661)";"Médico Hospitalar";"Grande";"67";"67";"   1,99";"   2,64";"   2,72";"202203";"15/04/2022 11:28:41"
"UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889)";"Médico Hospitalar";"Grande";"61";"60";"   2,33";"   2,61";"   2,91";"202203";"15/04/2022 11:28:41"
"SAMEL PLANO DE SAÚDE LTDA (367095)";"Médico Hospitalar";"Grande";"83";"84";"   0,85";"   1,92";"   2,46";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL (413534)";"Médico Hospitalar";"Grande";"82";"77";"   0,96";"   1,37";"   1,46";"202203";"15/04/2022 11:28:41"
"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571)";"Médico Hospitalar";"Grande";"86";"85";"   0,58";"   0,63";"   0,63";"202203";"15/04/2022 11:28:41"
"BRF S/A (417238)";"Médico Hospitalar";"Grande";"89";"88";"   0,09";"   0,28";"   0,28";"202203";"15/04/2022 11:28:41"
"SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA. (421154)";"Médico Hospitalar";"Médio";"3";"5";"  30,76";"  31,19";"  28,16";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE SANTOS (418021)";"Médico Hospitalar";"Médio";"19";"19";"  10,52";"  13,35";"  15,50";"202203";"15/04/2022 11:28:41"
"GARANTIA DE SAÚDE LTDA (343064)";"Médico Hospitalar";"Pequeno";"36";"19";"  13,42";"  15,28";"  13,72";"202203";"15/04/2022 11:28:41"
"CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO (352331)";"Médico Hospitalar";"Médio";"56";"49";"   4,88";"  11,70";"  12,07";"202203";"15/04/2022 11:28:41"
"CABERJ INTEGRAL SAÚDE S.A (415774)";"Médico Hospitalar";"Médio";"63";"40";"   4,26";"  11,22";"  14,33";"202203";"15/04/2022 11:28:41"
"UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO (352683)";"Médico Hospitalar";"Médio";"46";"64";"   5,43";"   7,30";"   7,93";"202203";"15/04/2022 11:28:41"
"ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS (344800)";"Médico Hospitalar";"Médio";"34";"53";"   6,85";"   7,05";"   7,87";"202203";"15/04/2022 11:28:41"
"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA (356123)";"Médico Hospitalar";"Médio";"49";"44";"   5,17";"   7,29";"   7,26";"202203";"15/04/2022 11:28:41"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"57";"65";"   4,70";"   4,85";"   6,45";"202203";"15/04/2022 11:28:41"
"MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537)";"Médico Hospitalar";"Médio";"73";"74";"   3,41";"   4,36";"   4,36";"202203";"15/04/2022 11:28:41"
"UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO (352543)";"Médico Hospitalar";"Médio";"55";"67";"   4,88";"   4,22";"   5,25";"202203";"15/04/2022 11:28:41"
"BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419)";"Odontológica";"Grande";"6";"6";"   0,27";"   0,40";"   0,42";"202203";"15/04/2022 11:28:41"
"CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA (368181)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ODONTOCEL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA - ME (421596)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ADVANCE PLANOS DE SAÚDE LTDA (335657)";"Médico Hospitalar";"Pequeno";"23";"73";"  28,82";"  12,37";"  12,33";"202203";"15/04/2022 11:28:41"
"CEMIL CENTRO MEDICO DE ITU LTDA. (300012)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699)";"Médico Hospitalar";"Pequeno";"68";"65";"   4,48";"   6,64";"   5,47";"202203";"15/04/2022 11:28:41"
"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215)";"Médico Hospitalar";"Pequeno";"40";"58";"  10,73";"  12,91";"   9,69";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND (413518)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA (342131)";"Médico Hospitalar";"Pequeno";"192";"148";"0,00";"   4,00";"   3,99";"202203";"15/04/2022 11:28:41"
"SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721)";"Médico Hospitalar";"Pequeno";"86";"148";"   2,99";"   3,00";"   2,99";"202203";"15/04/2022 11:28:41"
"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308)";"Médico Hospitalar";"Pequeno";"176";"135";"   0,74";"   3,71";"   3,70";"202203";"15/04/2022 11:28:41"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Pequeno";"192";"195";"0,00";"   1,01";"   1,02";"202203";"15/04/2022 11:28:41"
"UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO (326089)";"Médico Hospitalar";"Pequeno";"140";"196";"   1,42";"0,00";"   1,44";"202203";"15/04/2022 11:28:41"
"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO (351792)";"Médico Hospitalar";"Médio";"67";"138";"   3,88";"   3,46";"   2,18";"202203";"15/04/2022 11:28:41"
"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782)";"Médico Hospitalar";"Grande";"10";"10";"   9,51";"  11,44";"  11,59";"202203";"15/04/2022 11:28:41"
"PROMED ASSISTENCIA MEDICA LTDA (348805)";"Médico Hospitalar";"Grande";"18";"27";"   7,73";"   7,55";"   7,76";"202203";"15/04/2022 11:28:41"
"SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA S.A. (342033)";"Médico Hospitalar";"Grande";"35";"36";"   5,53";"   5,94";"   6,70";"202203";"15/04/2022 11:28:41"
"FILOSANITAS SAUDE LTDA (410888)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   1,38";"   1,48";"202203";"15/04/2022 11:28:41"
"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422)";"Médico Hospitalar";"Pequeno";"190";"192";"   0,52";"   2,10";"   2,62";"202203";"15/04/2022 11:28:41"
"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO (336858)";"Médico Hospitalar";"Pequeno";"191";"194";"   0,51";"   1,03";"   1,55";"202203";"15/04/2022 11:28:41"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"192";"187";"0,00";"   1,10";"   1,65";"202203";"15/04/2022 11:28:41"
"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO (324566)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   0,56";"   1,11";"202203";"15/04/2022 11:28:41"
